row_id,id,flight,flight_number,agent_name,agent_no,passenger_name,prm_agent_type,start_time,paused_at,end_time,service,seat_number,scanned_by,scanned_by_user,remarks,pos_location,no_show_flag,loc_name,arrival,airline,emp_type,departure,requested,service_date
405,11989,SQ2098,2098,Agent A1,AG001,Nadia Mueller,SELF,1954,,2118,WCHC,28F,,,,Boarding Gate,N,JFK,DEL,SQ,Employee,JFK,0,2025-12-07T00:00:00Z
406,11990,CX483,483,Agent C2,AG007,Lakshmi Garcia,SELF,1559,,1640,DPNA,16D,,,,Aircraft Point,,JFK,SFO,CX,Employee,JFK,0,2025-12-07T00:00:00Z
407,11991,DL1752,1752,Agent A3,AG003,Devi Lee,SELF,523,,633,WCHR,25A,,,,Aircraft Point,,JFK,LHR,DL,Employee,JFK,0,2025-12-07T00:00:00Z
408,11992,QF5453,5453,Agent D1,AG008,Devi Nguyen,SELF,1737,1753,1753,WCHC,20B,,,,Aircraft Point,,JFK,ORD,QF,Employee,JFK,0,2025-12-07T00:00:00Z
409,11992,QF5453,5453,Agent D1,AG008,Devi Nguyen,SELF,1816,,1846,WCHC,20B,,,,Aircraft Point,,JFK,ORD,QF,Employee,JFK,0,2025-12-07T00:00:00Z
410,11993,QF2243,2243,Agent A2,AG002,Lakshmi Kumar,SELF,1513,,1620,UMNR,40C,,,,Aircraft Point,,JFK,DXB,QF,Employee,JFK,0,2025-12-07T00:00:00Z
411,11994,SQ7110,7110,Agent C1,AG006,Priya Taylor,SELF,1305,,1432,WCHS,29C,,,,Boarding Gate,,JFK,CDG,SQ,Employee,JFK,0,2025-12-07T00:00:00Z
412,11995,CX829,829,Agent C2,AG007,Ahmed Tanaka,SELF,753,,919,WCHC,3C,,,,Aircraft Point,,JFK,HKG,CX,Employee,JFK,0,2025-12-07T00:00:00Z
413,11996,SQ2807,2807,Agent A3,AG003,James Ali,SELF,1005,,1123,WCHR,29E,,,,Aircraft Point,,SYD,PER,SQ,Employee,SYD,0,2025-12-08T00:00:00Z
414,11997,CX9248,9248,Agent D1,AG008,Carlos Williams,SELF,1659,1740,1740,WCHR,39B,,,,AircraftGate-A,,SYD,BNE,CX,Employee,SYD,0,2025-12-08T00:00:00Z
415,11997,CX9248,9248,Agent D1,AG008,Carlos Williams,SELF,1801,,1813,WCHR,39B,,,,AircraftGate-A,,SYD,BNE,CX,Employee,SYD,0,2025-12-08T00:00:00Z
416,11998,EK8005,8005,Agent A3,AG003,Raj Thomas,SELF,855,,951,DPNA,17D,,,,Aircraft Point,,SYD,AKL,EK,Employee,SYD,0,2025-12-08T00:00:00Z
417,11999,QF3297,3297,Agent C2,AG007,Omar Williams,SELF,1927,2001,2001,WCHR,30A,,,,Aircraft Door,,SYD,BNE,QF,Employee,SYD,0,2025-12-08T00:00:00Z
418,11999,QF3297,3297,Agent C2,AG007,Omar Williams,SELF,2015,,2026,WCHR,30A,,,,Aircraft Door,,SYD,BNE,QF,Employee,SYD,0,2025-12-08T00:00:00Z
419,12000,EK7446,7446,Agent C2,AG007,Nadia Lee,SELF,2026,,2102,DPNA,27A,,,,Belt Area,,SYD,LAX,EK,Employee,SYD,0,2025-12-08T00:00:00Z
420,12001,BA1075,1075,Agent B2,AG005,George Johnson,SELF,1151,,1247,UMNR,24C,,,,Checkin Counter,,SYD,LAX,BA,Employee,SYD,0,2025-12-08T00:00:00Z
421,12002,QF9259,9259,Agent B1,AG004,George Patel,SELF,1917,,1958,WCHS,4F,,,,Aircraft Point,,SYD,MEL,QF,Employee,SYD,0,2025-12-08T00:00:00Z
422,12003,QF7821,7821,Agent B2,AG005,Yuki Garcia,SELF,447,,555,MAAS,21C,,,,Aircraft Point,,SYD,BNE,QF,Employee,SYD,0,2025-12-08T00:00:00Z
423,12004,SQ7305,7305,Agent C1,AG006,David Brown,SELF,1115,,1208,WCHR,39D,,,,Boarding Gate,,SYD,DXB,SQ,Employee,SYD,0,2025-12-08T00:00:00Z
424,12005,QF7367,7367,Agent A1,AG001,David Kim,SELF,1025,,1056,MAAS,1B,,,,Boarding Gate,,SYD,BNE,QF,Employee,SYD,0,2025-12-08T00:00:00Z
425,12006,UA7229,7229,Agent C2,AG007,Carlos Nguyen,SELF,2009,2019,2019,MAAS,6A,,,,AircraftGate-A,,SYD,HKG,UA,Employee,SYD,1,2025-12-08T00:00:00Z
426,12006,UA7229,7229,Agent C2,AG007,Carlos Nguyen,SELF,2037,,2044,MAAS,6A,,,,AircraftGate-A,,SYD,HKG,UA,Employee,SYD,1,2025-12-08T00:00:00Z
427,12007,QF6967,6967,Agent B1,AG004,Zara Taylor,SELF,1156,,1326,WCHR,41B,,,,AircraftGate-A,N,SYD,MEL,QF,Employee,SYD,0,2025-12-08T00:00:00Z
428,12008,QF2122,2122,Agent A3,AG003,Aarav Thomas,SELF,1458,,1520,WCHR,38E,,,,Boarding Gate,,SYD,LAX,QF,Employee,SYD,0,2025-12-08T00:00:00Z
429,12009,BA6043,6043,Agent B2,AG005,Uma Taylor,SELF,1230,,1350,MAAS,12D,,,,Aircraft Point,,SYD,NRT,BA,Employee,SYD,0,2025-12-08T00:00:00Z
430,12010,CX9214,9214,Agent C2,AG007,Aditi Chen,SELF,1231,,1327,MAAS,36B,,,,Checkin Counter,,SYD,HKG,CX,Employee,SYD,0,2025-12-08T00:00:00Z
431,12011,SQ8437,8437,Agent A2,AG002,Omar Tanaka,SELF,554,,615,DPNA,28A,,,,Aircraft Point,,SYD,PER,SQ,Employee,SYD,0,2025-12-08T00:00:00Z
432,12012,BA7249,7249,Agent A3,AG003,Elena Nguyen,SELF,1245,,1354,MEDA,13E,,,,Aircraft Point,,SYD,MEL,BA,Employee,SYD,0,2025-12-08T00:00:00Z
433,12013,EK9979,9979,Agent D1,AG008,Ibrahim Lee,SELF,1302,,1348,WCHR,4A,,,,Aircraft Point,,SYD,PER,EK,Employee,SYD,0,2025-12-08T00:00:00Z
434,12014,MH5112,5112,Agent C1,AG006,Carlos Anderson,SELF,1759,,1924,MAAS,32E,,,,Aircraft Point,,KUL,BKK,MH,Employee,KUL,0,2025-12-08T00:00:00Z
435,12015,BA9181,9181,Agent D1,AG008,Yuki Kim,SELF,2150,,2225,WCHR,18E,,,,Belt Area,,KUL,SYD,BA,Employee,KUL,1,2025-12-08T00:00:00Z
436,12016,BA8195,8195,Agent B2,AG005,Yuki Sharma,SELF,1557,,1711,WCHR,38B,,,,AircraftGate-A,,KUL,NRT,BA,Employee,KUL,1,2025-12-08T00:00:00Z
437,12017,JL1967,1967,Agent C1,AG006,Aisha Kumar,SELF,1837,,1925,WCHR,31A,,,,AircraftGate-A,N,KUL,SIN,JL,Employee,KUL,0,2025-12-08T00:00:00Z
438,12018,SQ1977,1977,Agent B1,AG004,Nadia Patel,SELF,1753,,1846,WCHR,3D,,,,Aircraft Point,,KUL,HKG,SQ,Employee,KUL,0,2025-12-08T00:00:00Z
439,12019,MH5250,5250,Agent A2,AG002,David Thomas,SELF,708,,742,MAAS,5F,,,,Aircraft Point,,KUL,HKG,MH,Employee,KUL,0,2025-12-08T00:00:00Z
440,12020,QF5978,5978,Agent D1,AG008,Viktor Thomas,SELF,810,,827,WCHR,23F,,,,AircraftGate-A,,KUL,SIN,QF,Employee,KUL,0,2025-12-08T00:00:00Z
441,12021,CX4102,4102,Agent D1,AG008,James Kumar,SELF,1855,,1934,WCHR,14A,,,,Aircraft Point,,KUL,BKK,CX,Employee,KUL,0,2025-12-08T00:00:00Z
442,12022,QF7274,7274,Agent A2,AG002,Arjun Chen,SELF,434,,455,MAAS,3F,,,,AircraftGate-A,,KUL,DXB,QF,Employee,KUL,0,2025-12-08T00:00:00Z
443,12023,DL6828,6828,Agent C2,AG007,Sato Tanaka,SELF,2156,,2259,DPNA,15A,,,,AircraftGate-A,,KUL,SIN,DL,Employee,KUL,0,2025-12-08T00:00:00Z
444,12024,BA9782,9782,Agent A1,AG001,Kaori Nguyen,SELF,2133,,2218,WCHC,39E,,,,Aircraft Point,,KUL,SIN,BA,Employee,KUL,0,2025-12-08T00:00:00Z
445,12025,BA3797,3797,Agent C2,AG007,Maria Wilson,SELF,1258,,1419,WCHR,22D,,,,Aircraft Point,,KUL,BKK,BA,Employee,KUL,0,2025-12-08T00:00:00Z
446,12026,AA4015,4015,Agent D1,AG008,Hana Patel,SELF,450,457,457,WCHR,36F,,,,AircraftGate-A,,KUL,DXB,AA,Employee,KUL,0,2025-12-08T00:00:00Z
447,12026,AA4015,4015,Agent D1,AG008,Hana Patel,SELF,522,,531,WCHR,36F,,,,AircraftGate-A,,KUL,DXB,AA,Employee,KUL,0,2025-12-08T00:00:00Z
448,12027,QF1795,1795,Agent C1,AG006,Elena Mueller,SELF,930,,1030,WCHC,35E,,,,Aircraft Point,,KUL,BKK,QF,Employee,KUL,0,2025-12-08T00:00:00Z
449,12028,UA5452,5452,Agent A3,AG003,Ibrahim Anderson,SELF,1722,,1823,BLND,11D,,,,AircraftGate-A,,JFK,LAX,UA,Employee,JFK,0,2025-12-08T00:00:00Z
450,12029,AA7715,7715,Agent D1,AG008,James Singh,SELF,129,,147,WCHR,14F,,,,Aircraft Point,,JFK,DEL,AA,Employee,JFK,0,2025-12-08T00:00:00Z
451,12030,SQ8102,8102,Agent C1,AG006,David Brown,SELF,1711,,1727,BLND,21B,,,,Aircraft Point,,JFK,LHR,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
452,12031,SQ7118,7118,Agent B1,AG004,Fatima Lee,SELF,2121,2153,2153,BLND,23D,,,,AircraftGate-A,,JFK,SFO,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
453,12031,SQ7118,7118,Agent B1,AG004,Fatima Lee,SELF,2212,,2223,BLND,23D,,,,AircraftGate-A,,JFK,SFO,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
454,12032,EK8998,8998,Agent D1,AG008,Ahmed Kumar,SELF,1608,1640,1640,WCHR,13A,,,,Belt Area,,JFK,LAX,EK,Employee,JFK,0,2025-12-08T00:00:00Z
455,12032,EK8998,8998,Agent D1,AG008,Ahmed Kumar,SELF,1648,,1659,WCHR,13A,,,,Belt Area,,JFK,LAX,EK,Employee,JFK,0,2025-12-08T00:00:00Z
456,12033,EK6902,6902,Agent C2,AG007,Chen Mueller,OUTSOURCED,1329,,1430,MAAS,25D,,,,AircraftGate-A,,JFK,DXB,EK,Employee,JFK,0,2025-12-08T00:00:00Z
457,12034,EK5784,5784,Agent B1,AG004,Carlos Williams,SELF,2156,,2318,DPNA,19B,,,,AircraftGate-A,,JFK,DXB,EK,Employee,JFK,0,2025-12-08T00:00:00Z
458,12035,AA9676,9676,Agent B2,AG005,Maria Brown,SELF,1156,,1256,DPNA,41D,,,,Aircraft Point,,JFK,LAX,AA,Employee,JFK,0,2025-12-08T00:00:00Z
459,12036,BA8855,8855,Agent B1,AG004,Raj Anderson,SELF,1118,,1236,WCHR,2F,,,,Aircraft Point,,JFK,LAX,BA,Employee,JFK,1,2025-12-08T00:00:00Z
460,12037,SQ1879,1879,Agent A3,AG003,Elena Kim,SELF,1704,,1804,WCHC,25E,,,,Boarding Gate,,JFK,ORD,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
461,12038,AA404,404,Agent C2,AG007,Raj Johnson,SELF,2059,,2144,WCHC,36F,,,,Aircraft Point,,JFK,LAX,AA,Employee,JFK,0,2025-12-08T00:00:00Z
462,12039,QF100,100,Agent A3,AG003,Bianca Anderson,SELF,230,,251,WCHR,38F,,,,AircraftGate-A,,JFK,LAX,QF,Employee,JFK,0,2025-12-08T00:00:00Z
463,12040,SQ6467,6467,Agent D1,AG008,Ahmed Kim,SELF,534,,611,MAAS,29D,,,,AircraftGate-A,,JFK,LAX,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
464,12041,AA2831,2831,Agent B2,AG005,Chen Garcia,SELF,1659,,1724,WCHC,4E,,,,Aircraft Point,,JFK,DXB,AA,Employee,JFK,0,2025-12-08T00:00:00Z
465,12042,CX1159,1159,Agent A3,AG003,Zara Lee,SELF,1243,,1356,WCMP,36A,,,,Aircraft Point,,JFK,LAX,CX,Employee,JFK,0,2025-12-08T00:00:00Z
466,12043,DL2500,2500,Agent A3,AG003,George Kim,SELF,2049,,2204,MAAS,10C,,,,Aircraft Point,,JFK,LAX,DL,Employee,JFK,0,2025-12-08T00:00:00Z
467,12044,SQ5027,5027,Agent A2,AG002,Elena Kumar,SELF,1219,1254,1254,MAAS,18D,,,,AircraftGate-A,,JFK,CDG,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
468,12044,SQ5027,5027,Agent A2,AG002,Elena Kumar,SELF,1307,,1400,MAAS,18D,,,,AircraftGate-A,,JFK,CDG,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
469,12045,DL8980,8980,Agent A2,AG002,Uma Thomas,SELF,837,,1005,WCHR,6E,,,,Aircraft Point,,JFK,LAX,DL,Employee,JFK,0,2025-12-08T00:00:00Z
470,12046,BA4017,4017,Agent C1,AG006,George Nguyen,SELF,837,,931,WCHR,30B,,,,Checkin Counter,,JFK,CDG,BA,Employee,JFK,0,2025-12-08T00:00:00Z
471,12047,AA3550,3550,Agent C1,AG006,Aisha Taylor,SELF,1427,,1525,WCHS,6F,,,,Aircraft Point,,JFK,LAX,AA,Employee,JFK,0,2025-12-08T00:00:00Z
472,12048,AA2229,2229,Agent C1,AG006,Ibrahim Chen,SELF,1111,1129,1129,WCHS,16E,,,,Boarding Gate,,JFK,ORD,AA,Employee,JFK,0,2025-12-08T00:00:00Z
473,12048,AA2229,2229,Agent C1,AG006,Ibrahim Chen,SELF,1148,,1203,WCHS,16E,,,,Boarding Gate,,JFK,ORD,AA,Employee,JFK,0,2025-12-08T00:00:00Z
474,12049,EK2608,2608,Agent A2,AG002,Chen Thomas,SELF,737,,757,WCHR,16A,,,,Boarding Gate,,JFK,ORD,EK,Employee,JFK,0,2025-12-08T00:00:00Z
475,12050,SQ2420,2420,Agent D1,AG008,Aditi Kumar,SELF,1402,,1518,WCHR,8F,,,,Belt Area,,JFK,LAX,SQ,Employee,JFK,0,2025-12-08T00:00:00Z
476,12051,CX6243,6243,Agent B1,AG004,Aditi Ali,SELF,1727,,1854,WCHR,15A,,,,AircraftGate-A,,JFK,ORD,CX,Employee,JFK,0,2025-12-08T00:00:00Z
477,12052,LH1292,1292,Agent B2,AG005,Ibrahim Ali,OUTSOURCED,514,,618,WCHS,35D,,,,Aircraft Point,,JFK,ORD,LH,Employee,JFK,0,2025-12-08T00:00:00Z
478,12053,EK3767,3767,Agent B1,AG004,Chen Chen,SELF,1548,,1706,WCHR,5A,,,,AircraftGate-A,,JFK,LHR,EK,Employee,JFK,0,2025-12-08T00:00:00Z
479,12054,SQ7507,7507,Agent A2,AG002,Viktor Johnson,SELF,50,,141,MEDA,16A,,,,AircraftGate-A,,SYD,DXB,SQ,Employee,SYD,1,2025-12-09T00:00:00Z
480,12055,AA3495,3495,Agent A3,AG003,Priya Tanaka,SELF,31,,124,MAAS,5F,,,,Aircraft Point,,SYD,MEL,AA,Employee,SYD,0,2025-12-09T00:00:00Z
481,12056,JL9979,9979,Agent D1,AG008,Nadia Sharma,SELF,1136,,1242,WCHC,6C,,,,Checkin Counter,,SYD,BNE,JL,Employee,SYD,0,2025-12-09T00:00:00Z
482,12057,QF6288,6288,Agent B2,AG005,Arjun Wilson,SELF,938,,1000,WCHR,15A,,,,Aircraft Point,,SYD,AKL,QF,Employee,SYD,0,2025-12-09T00:00:00Z
483,12058,LH700,700,Agent A3,AG003,Ibrahim Anderson,SELF,1554,,1704,WCHC,36B,,,,AircraftGate-A,,SYD,MEL,LH,Employee,SYD,0,2025-12-09T00:00:00Z
484,12059,EK5477,5477,Agent B2,AG005,Maria Ali,SELF,1324,,1434,BLND,36F,,,,Aircraft Point,,SYD,DXB,EK,Employee,SYD,0,2025-12-09T00:00:00Z
485,12060,JL2028,2028,Agent B1,AG004,Hana Johnson,SELF,613,710,710,MAAS,5E,,,,Boarding Gate,,SYD,PER,JL,Employee,SYD,0,2025-12-09T00:00:00Z
486,12060,JL2028,2028,Agent B1,AG004,Hana Johnson,SELF,729,,754,MAAS,5E,,,,Boarding Gate,,SYD,PER,JL,Employee,SYD,0,2025-12-09T00:00:00Z
487,12061,SQ2594,2594,Agent B1,AG004,Devi Santos,SELF,1913,,1939,WCHR,31E,,,,Boarding Gate,,SYD,AKL,SQ,Employee,SYD,0,2025-12-09T00:00:00Z
488,12062,SQ335,335,Agent C2,AG007,George Williams,SELF,2036,2053,2053,WCHC,39B,,,,AircraftGate-A,,SYD,AKL,SQ,Employee,SYD,0,2025-12-09T00:00:00Z
489,12062,SQ335,335,Agent C2,AG007,George Williams,SELF,2058,,2123,WCHC,39B,,,,AircraftGate-A,,SYD,AKL,SQ,Employee,SYD,0,2025-12-09T00:00:00Z
490,12063,QF3017,3017,Agent D1,AG008,Ibrahim Anderson,SELF,907,,922,WCHC,21F,,,,Aircraft Point,,SYD,MEL,QF,Employee,SYD,0,2025-12-09T00:00:00Z
491,12064,QF9786,9786,Agent B2,AG005,Elena Singh,SELF,946,,1058,WCHR,17B,,,,AircraftGate-A,,SYD,NRT,QF,Employee,SYD,0,2025-12-09T00:00:00Z
492,12065,CX5664,5664,Agent C1,AG006,Raj Johnson,SELF,2047,,2115,WCHS,40C,,,,Aircraft Point,,SYD,DEL,CX,Employee,SYD,0,2025-12-09T00:00:00Z
493,12066,MH8549,8549,Agent B1,AG004,Wei Tanaka,SELF,1424,,1527,WCHS,38F,,,,AircraftGate-A,,SYD,BNE,MH,Employee,SYD,0,2025-12-09T00:00:00Z
494,12067,QF408,408,Agent B2,AG005,Devi Chen,SELF,333,,352,MAAS,12E,,,,AircraftGate-A,,KUL,BKK,QF,Employee,KUL,0,2025-12-09T00:00:00Z
495,12068,BA8984,8984,Agent B1,AG004,Nadia Ali,SELF,1519,,1601,WCHR,33C,,,,Checkin Counter,,KUL,SYD,BA,Employee,KUL,0,2025-12-09T00:00:00Z
496,12069,SQ7347,7347,Agent B2,AG005,Fatima Garcia,SELF,1720,,1742,BLND,4A,,,,Aircraft Point,,KUL,BOM,SQ,Employee,KUL,0,2025-12-09T00:00:00Z
497,12070,CX8379,8379,Agent B2,AG005,Tara Nguyen,SELF,1811,,1920,UMNR,5F,,,,Aircraft Point,,KUL,JKT,CX,Employee,KUL,1,2025-12-09T00:00:00Z
498,12071,AA4341,4341,Agent B2,AG005,Ahmed Kumar,SELF,1846,,1922,WCHR,31E,,,,AircraftGate-A,,KUL,DEL,AA,Employee,KUL,0,2025-12-09T00:00:00Z
499,12072,BA9767,9767,Agent B1,AG004,James Johnson,SELF,1151,1238,1238,WCHR,30B,,,,Boarding Gate,,KUL,BKK,BA,Employee,KUL,1,2025-12-09T00:00:00Z
500,12072,BA9767,9767,Agent B1,AG004,James Johnson,SELF,1302,,1344,WCHR,30B,,,,Boarding Gate,,KUL,BKK,BA,Employee,KUL,1,2025-12-09T00:00:00Z
501,12073,DL8938,8938,Agent C1,AG006,David Mueller,SELF,2133,2212,2212,WCHR,12A,,,,AircraftGate-A,,KUL,SIN,DL,Employee,KUL,0,2025-12-09T00:00:00Z
502,12073,DL8938,8938,Agent C1,AG006,David Mueller,SELF,2224,,2247,WCHR,12A,,,,AircraftGate-A,,KUL,SIN,DL,Employee,KUL,0,2025-12-09T00:00:00Z
503,12074,QF1637,1637,Agent A1,AG001,Sato Singh,OUTSOURCED,1152,,1320,DPNA,34D,,,,Aircraft Point,,KUL,SIN,QF,Employee,KUL,0,2025-12-09T00:00:00Z
504,12075,BA1299,1299,Agent B1,AG004,Aarav Kim,SELF,1741,,1814,WCHR,4D,,,,AircraftGate-A,,KUL,DOH,BA,Employee,KUL,0,2025-12-09T00:00:00Z
505,12076,EK8947,8947,Agent B1,AG004,Aditi Tanaka,SELF,1815,,1939,WCHR,29E,,,,Aircraft Point,,KUL,DEL,EK,Employee,KUL,0,2025-12-09T00:00:00Z
506,12077,QF4915,4915,Agent A3,AG003,Chen Nguyen,SELF,1243,,1408,WCHR,10A,,,,Aircraft Point,,KUL,SIN,QF,Employee,KUL,0,2025-12-09T00:00:00Z
507,12078,EK7872,7872,Agent A1,AG001,James Johnson,SELF,1232,1303,1303,WCHR,36D,,,,Aircraft Point,,KUL,SIN,EK,Employee,KUL,0,2025-12-09T00:00:00Z
508,12078,EK7872,7872,Agent A1,AG001,James Johnson,SELF,1333,,1403,WCHR,36D,,,,Aircraft Point,,KUL,SIN,EK,Employee,KUL,0,2025-12-09T00:00:00Z
509,12079,MH9906,9906,Agent C2,AG007,Ahmed Patel,OUTSOURCED,218,,258,WCHC,23F,,,,AircraftGate-A,,KUL,SIN,MH,Employee,KUL,0,2025-12-09T00:00:00Z
510,12080,QF3154,3154,Agent B2,AG005,Chen Santos,OUTSOURCED,2112,,2226,MAAS,2C,,,,Aircraft Point,,JFK,DEL,QF,Employee,JFK,0,2025-12-09T00:00:00Z
511,12081,CX2585,2585,Agent A2,AG002,Aisha Williams,SELF,1821,,1911,WCHR,21E,,,,Aircraft Point,,JFK,ORD,CX,Employee,JFK,0,2025-12-09T00:00:00Z
512,12082,QF1347,1347,Agent C2,AG007,Yuki Garcia,SELF,2013,,2121,DPNA,39F,,,,Aircraft Point,,JFK,SFO,QF,Employee,JFK,0,2025-12-09T00:00:00Z
513,12083,SQ7763,7763,Agent D1,AG008,David Brown,SELF,1356,,1452,WCHS,27A,,,,Aircraft Point,,JFK,LAX,SQ,Employee,JFK,0,2025-12-09T00:00:00Z
514,12084,QF8864,8864,Agent D1,AG008,Hana Garcia,SELF,939,,1020,WCHR,37F,,,,AircraftGate-A,,JFK,DXB,QF,Employee,JFK,1,2025-12-09T00:00:00Z
515,12085,QF5007,5007,Agent C1,AG006,Zara Singh,OUTSOURCED,2128,,2211,WCHR,10C,,,,AircraftGate-A,,JFK,ORD,QF,Employee,JFK,0,2025-12-09T00:00:00Z
516,12086,QF981,981,Agent C2,AG007,Maria Mueller,SELF,122,,202,MAAS,5A,,,,Aircraft Point,,JFK,LHR,QF,Employee,JFK,0,2025-12-09T00:00:00Z
517,12087,EK5770,5770,Agent A2,AG002,Elena Anderson,SELF,551,609,609,WCHC,26F,,,,Boarding Gate,,JFK,SFO,EK,Employee,JFK,0,2025-12-09T00:00:00Z
518,12087,EK5770,5770,Agent A2,AG002,Elena Anderson,SELF,631,,743,WCHC,26F,,,,Boarding Gate,,JFK,SFO,EK,Employee,JFK,0,2025-12-09T00:00:00Z
519,12088,QF3217,3217,Agent A1,AG001,Wei Singh,SELF,1556,,1637,WCHC,15D,,,,Aircraft Point,,JFK,DEL,QF,Employee,JFK,0,2025-12-09T00:00:00Z
520,12089,EK5568,5568,Agent A2,AG002,Nadia Singh,SELF,1510,1528,1528,WCHR,21F,,,,AircraftGate-A,,JFK,DEL,EK,Employee,JFK,0,2025-12-09T00:00:00Z
521,12089,EK5568,5568,Agent A2,AG002,Nadia Singh,SELF,1533,,1632,WCHR,21F,,,,AircraftGate-A,,JFK,DEL,EK,Employee,JFK,0,2025-12-09T00:00:00Z
522,12090,UA7210,7210,Agent C1,AG006,Aisha Taylor,SELF,11,,54,MAAS,14F,,,,Aircraft Door,,JFK,LAX,UA,Employee,JFK,0,2025-12-09T00:00:00Z
523,12091,JL9647,9647,Agent D1,AG008,Lakshmi Chen,SELF,956,,1033,WCHR,9F,,,,Aircraft Point,,JFK,DXB,JL,Employee,JFK,0,2025-12-09T00:00:00Z
524,12092,EK7837,7837,Agent A3,AG003,Ibrahim Singh,SELF,2142,,2230,WCHS,36C,,,,Belt Area,,JFK,BOM,EK,Employee,JFK,0,2025-12-09T00:00:00Z
525,12093,DL1124,1124,Agent A1,AG001,Raj Nguyen,SELF,2157,2229,2229,WCHS,31E,,,,Aircraft Point,,JFK,ORD,DL,Employee,JFK,0,2025-12-09T00:00:00Z
526,12093,DL1124,1124,Agent A1,AG001,Raj Nguyen,SELF,2245,,2309,WCHS,31E,,,,Aircraft Point,,JFK,ORD,DL,Employee,JFK,0,2025-12-09T00:00:00Z
527,12094,MH4240,4240,Agent A3,AG003,Kaori Williams,SELF,1147,,1238,WCHC,42F,,,,Aircraft Point,,JFK,DEL,MH,Employee,JFK,0,2025-12-09T00:00:00Z
528,12095,CX3600,3600,Agent D1,AG008,Wei Chen,SELF,1745,,1835,WCHR,38B,,,,AircraftGate-A,,JFK,SFO,CX,Employee,JFK,0,2025-12-09T00:00:00Z
529,12096,JL1389,1389,Agent C1,AG006,Ahmed Kumar,SELF,417,434,434,WCHC,27E,,,,Boarding Gate,,JFK,ORD,JL,Employee,JFK,0,2025-12-09T00:00:00Z
530,12096,JL1389,1389,Agent C1,AG006,Ahmed Kumar,SELF,449,,506,WCHC,27E,,,,Boarding Gate,,JFK,ORD,JL,Employee,JFK,0,2025-12-09T00:00:00Z
531,12097,BA2791,2791,Agent C1,AG006,Hana Singh,SELF,1436,,1510,WCHR,38F,,,,Aircraft Point,,JFK,BOM,BA,Employee,JFK,0,2025-12-09T00:00:00Z
532,12098,EK3615,3615,Agent C2,AG007,Devi Nguyen,SELF,1629,,1647,WCHR,28F,,,,Aircraft Point,,JFK,DEL,EK,Employee,JFK,0,2025-12-09T00:00:00Z
533,12099,JL3535,3535,Agent C2,AG007,Yuki Johnson,SELF,1329,,1456,WCHC,22D,,,,Aircraft Point,,JFK,CDG,JL,Employee,JFK,0,2025-12-09T00:00:00Z
534,12100,BA7925,7925,Agent C2,AG007,Carlos Mueller,SELF,1301,,1335,UMNR,25A,,,,AircraftGate-A,,JFK,SFO,BA,Employee,JFK,0,2025-12-09T00:00:00Z
535,12101,AA9212,9212,Agent D1,AG008,Priya Kim,OUTSOURCED,937,,1016,WCHR,28E,,,,Aircraft Point,,JFK,BOM,AA,Employee,JFK,0,2025-12-09T00:00:00Z
536,12102,JL7469,7469,Agent D1,AG008,Carlos Tanaka,SELF,1745,,1809,WCHC,23F,,,,AircraftGate-A,,JFK,LAX,JL,Employee,JFK,0,2025-12-09T00:00:00Z
537,12103,EK5287,5287,Agent D1,AG008,Ahmed Williams,OUTSOURCED,2117,,2207,WCHS,6E,,,,Aircraft Point,,JFK,SFO,EK,Employee,JFK,0,2025-12-09T00:00:00Z
538,12104,BA6359,6359,Agent C2,AG007,Fatima Nguyen,SELF,203,,218,WCHR,21D,,,,AircraftGate-A,,JFK,LHR,BA,Employee,JFK,0,2025-12-09T00:00:00Z
539,12105,SQ8083,8083,Agent A1,AG001,James Taylor,SELF,1148,,1255,UMNR,16C,,,,Aircraft Point,,SYD,BNE,SQ,Employee,SYD,0,2025-12-10T00:00:00Z
540,12106,SQ4554,4554,Agent A3,AG003,Omar Wilson,SELF,1437,1443,1443,WCHS,2F,,,,Boarding Gate,,SYD,MEL,SQ,Employee,SYD,0,2025-12-10T00:00:00Z
541,12106,SQ4554,4554,Agent A3,AG003,Omar Wilson,SELF,1457,,1549,WCHS,2F,,,,Boarding Gate,,SYD,MEL,SQ,Employee,SYD,0,2025-12-10T00:00:00Z
542,12107,UA9368,9368,Agent C2,AG007,Bianca Thomas,SELF,1050,,1112,MAAS,13E,,,,Aircraft Point,,SYD,AKL,UA,Employee,SYD,0,2025-12-10T00:00:00Z
543,12108,BA599,599,Agent B2,AG005,Elena Anderson,SELF,939,,955,WCHC,5B,,,,Aircraft Point,,SYD,BNE,BA,Employee,SYD,0,2025-12-10T00:00:00Z
544,12109,BA3027,3027,Agent A3,AG003,Devi Johnson,SELF,1632,,1723,WCHR,25C,,,,AircraftGate-A,,SYD,PER,BA,Employee,SYD,0,2025-12-10T00:00:00Z
545,12110,QF540,540,Agent C2,AG007,Hana Patel,SELF,927,,1033,WCMP,32C,,,,AircraftGate-A,,SYD,DXB,QF,Employee,SYD,0,2025-12-10T00:00:00Z
